Electoral wards and divisions Code,Electoral wards and divisions,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E05013992,Chelsfield,8,"8. Process, plant and machine operatives",149
E05013992,Chelsfield,9,9. Elementary occupations,242
E05013993,Chislehurst,-8,Does not apply,8285
E05013993,Chislehurst,1,"1. Managers, directors and senior officials",1686
E05013993,Chislehurst,2,2. Professional occupations,2080
E05013993,Chislehurst,3,3. Associate professional and technical occupations,1183
E05013993,Chislehurst,4,4. Administrative and secretarial occupations,760
E05013993,Chislehurst,5,5. Skilled trades occupations,443
E05013993,Chislehurst,6,"6. Caring, leisure and other service occupations",364
E05013993,Chislehurst,7,7. Sales and customer service occupations,314
E05013993,Chislehurst,8,"8. Process, plant and machine operatives",189
E05013993,Chislehurst,9,9. Elementary occupations,265
E05013994,Clock House,-8,Does not apply,7989
E05013994,Clock House,1,"1. Managers, directors and senior officials",1609
E05013994,Clock House,2,2. Professional occupations,2761
E05013994,Clock House,3,3. Associate professional and technical occupations,1685
E05013994,Clock House,4,4. Administrative and secretarial occupations,908
E05013994,Clock House,5,5. Skilled trades occupations,620
E05013994,Clock House,6,"6. Caring, leisure and other service occupations",616
E05013994,Clock House,7,7. Sales and customer service occupations,421
E05013994,Clock House,8,"8. Process, plant and machine operatives",281
E05013994,Clock House,9,9. Elementary occupations,469
E05013995,Crystal Palace & Anerley,-8,Does not apply,5337
E05013995,Crystal Palace & Anerley,1,"1. Managers, directors and senior officials",905
E05013995,Crystal Palace & Anerley,2,2. Professional occupations,1835
E05013995,Crystal Palace & Anerley,3,3. Associate professional and technical occupations,1288
E05013995,Crystal Palace & Anerley,4,4. Administrative and secretarial occupations,550
E05013995,Crystal Palace & Anerley,5,5. Skilled trades occupations,432
E05013995,Crystal Palace & Anerley,6,"6. Caring, leisure and other service occupations",530
E05013995,Crystal Palace & Anerley,7,7. Sales and customer service occupations,364
E05013995,Crystal Palace & Anerley,8,"8. Process, plant and machine operatives",258
E05013995,Crystal Palace & Anerley,9,9. Elementary occupations,530
E05013996,Darwin,-8,Does not apply,3082
E05013996,Darwin,1,"1. Managers, directors and senior officials",601
E05013996,Darwin,2,2. Professional occupations,523
E05013996,Darwin,3,3. Associate professional and technical occupations,376
E05013996,Darwin,4,4. Administrative and secretarial occupations,322
E05013996,Darwin,5,5. Skilled trades occupations,317
E05013996,Darwin,6,"6. Caring, leisure and other service occupations",175
E05013996,Darwin,7,7. Sales and customer service occupations,118
E05013996,Darwin,8,"8. Process, plant and machine operatives",106
E05013996,Darwin,9,9. Elementary occupations,154
E05013997,Farnborough & Crofton,-8,Does not apply,9579
E05013997,Farnborough & Crofton,1,"1. Managers, directors and senior officials",1432
E05013997,Farnborough & Crofton,2,2. Professional occupations,2289
E05013997,Farnborough & Crofton,3,3. Associate professional and technical occupations,1246
E05013997,Farnborough & Crofton,4,4. Administrative and secretarial occupations,1042
E05013997,Farnborough & Crofton,5,5. Skilled trades occupations,604
E05013997,Farnborough & Crofton,6,"6. Caring, leisure and other service occupations",517
E05013997,Farnborough & Crofton,7,7. Sales and customer service occupations,410
E05013997,Farnborough & Crofton,8,"8. Process, plant and machine operatives",244
E05013997,Farnborough & Crofton,9,9. Elementary occupations,342
E05013998,Hayes & Coney Hall,-8,Does not apply,8361
E05013998,Hayes & Coney Hall,1,"1. Managers, directors and senior officials",1409
E05013998,Hayes & Coney Hall,2,2. Professional occupations,1814
E05013998,Hayes & Coney Hall,3,3. Associate professional and technical occupations,1239
E05013998,Hayes & Coney Hall,4,4. Administrative and secretarial occupations,937
E05013998,Hayes & Coney Hall,5,5. Skilled trades occupations,678
E05013998,Hayes & Coney Hall,6,"6. Caring, leisure and other service occupations",517
E05013998,Hayes & Coney Hall,7,7. Sales and customer service occupations,366
E05013998,Hayes & Coney Hall,8,"8. Process, plant and machine operatives",268
E05013998,Hayes & Coney Hall,9,9. Elementary occupations,319
E05013999,Kelsey & Eden Park,-8,Does not apply,8074
E05013999,Kelsey & Eden Park,1,"1. Managers, directors and senior officials",1387
E05013999,Kelsey & Eden Park,2,2. Professional occupations,2000
E05013999,Kelsey & Eden Park,3,3. Associate professional and technical occupations,1151
E05013999,Kelsey & Eden Park,4,4. Administrative and secretarial occupations,895
E05013999,Kelsey & Eden Park,5,5. Skilled trades occupations,535
E05013999,Kelsey & Eden Park,6,"6. Caring, leisure and other service occupations",476
E05013999,Kelsey & Eden Park,7,7. Sales and customer service occupations,358
E05013999,Kelsey & Eden Park,8,"8. Process, plant and machine operatives",229
E05013999,Kelsey & Eden Park,9,9. Elementary occupations,360
E05014000,Mottingham,-8,Does not apply,6183
E05014000,Mottingham,1,"1. Managers, directors and senior officials",759
E05014000,Mottingham,2,2. Professional occupations,1108
E05014000,Mottingham,3,3. Associate professional and technical occupations,666
E05014000,Mottingham,4,4. Administrative and secretarial occupations,586
E05014000,Mottingham,5,5. Skilled trades occupations,588
E05014000,Mottingham,6,"6. Caring, leisure and other service occupations",520
E05014000,Mottingham,7,7. Sales and customer service occupations,334
E05014000,Mottingham,8,"8. Process, plant and machine operatives",283
E05014000,Mottingham,9,9. Elementary occupations,459
E05014001,Orpington,-8,Does not apply,6527
E05014001,Orpington,1,"1. Managers, directors and senior officials",827
E05014001,Orpington,2,2. Professional occupations,1423
E05014001,Orpington,3,3. Associate professional and technical occupations,719
E05014001,Orpington,4,4. Administrative and secretarial occupations,605
E05014001,Orpington,5,5. Skilled trades occupations,506
E05014001,Orpington,6,"6. Caring, leisure and other service occupations",415
E05014001,Orpington,7,7. Sales and customer service occupations,322
E05014001,Orpington,8,"8. Process, plant and machine operatives",237
E05014001,Orpington,9,9. Elementary occupations,379
E05014002,Penge & Cator,-8,Does not apply,8860
E05014002,Penge & Cator,1,"1. Managers, directors and senior officials",1492
E05014002,Penge & Cator,2,2. Professional occupations,2685
E05014002,Penge & Cator,3,3. Associate professional and technical occupations,1804
E05014002,Penge & Cator,4,4. Administrative and secretarial occupations,900
E05014002,Penge & Cator,5,5. Skilled trades occupations,678
E05014002,Penge & Cator,6,"6. Caring, leisure and other service occupations",769
E05014002,Penge & Cator,7,7. Sales and customer service occupations,566
E05014002,Penge & Cator,8,"8. Process, plant and machine operatives",381
E05014002,Penge & Cator,9,9. Elementary occupations,774
E05014003,Petts Wood & Knoll,-8,Does not apply,9123
E05014003,Petts Wood & Knoll,1,"1. Managers, directors and senior officials",1593
E05014003,Petts Wood & Knoll,2,2. Professional occupations,2513
E05014003,Petts Wood & Knoll,3,3. Associate professional and technical occupations,1240
E05014003,Petts Wood & Knoll,4,4. Administrative and secretarial occupations,929
E05014003,Petts Wood & Knoll,5,5. Skilled trades occupations,509
E05014003,Petts Wood & Knoll,6,"6. Caring, leisure and other service occupations",444
E05014003,Petts Wood & Knoll,7,7. Sales and customer service occupations,377
E05014003,Petts Wood & Knoll,8,"8. Process, plant and machine operatives",224
E05014003,Petts Wood & Knoll,9,9. Elementary occupations,308
E05014004,Plaistow,-8,Does not apply,6818
E05014004,Plaistow,1,"1. Managers, directors and senior officials",1086
E05014004,Plaistow,2,2. Professional occupations,1738
E05014004,Plaistow,3,3. Associate professional and technical occupations,1005
E05014004,Plaistow,4,4. Administrative and secretarial occupations,701
E05014004,Plaistow,5,5. Skilled trades occupations,480
E05014004,Plaistow,6,"6. Caring, leisure and other service occupations",548
E05014004,Plaistow,7,7. Sales and customer service occupations,411
E05014004,Plaistow,8,"8. Process, plant and machine operatives",274
E05014004,Plaistow,9,9. Elementary occupations,417
E05014005,Shortlands & Park Langley,-8,Does not apply,8117
E05014005,Shortlands & Park Langley,1,"1. Managers, directors and senior officials",1514
E05014005,Shortlands & Park Langley,2,2. Professional occupations,2605
E05014005,Shortlands & Park Langley,3,3. Associate professional and technical occupations,1282
E05014005,Shortlands & Park Langley,4,4. Administrative and secretarial occupations,903
E05014005,Shortlands & Park Langley,5,5. Skilled trades occupations,487
E05014005,Shortlands & Park Langley,6,"6. Caring, leisure and other service occupations",423
E05014005,Shortlands & Park Langley,7,7. Sales and customer service occupations,320
E05014005,Shortlands & Park Langley,8,"8. Process, plant and machine operatives",230
E05014005,Shortlands & Park Langley,9,9. Elementary occupations,328
E05014006,St Mary Cray,-8,Does not apply,9780
E05014006,St Mary Cray,1,"1. Managers, directors and senior officials",1071
E05014006,St Mary Cray,2,2. Professional occupations,1888
E05014006,St Mary Cray,3,3. Associate professional and technical occupations,1118
E05014006,St Mary Cray,4,4. Administrative and secretarial occupations,1014
E05014006,St Mary Cray,5,5. Skilled trades occupations,905
E05014006,St Mary Cray,6,"6. Caring, leisure and other service occupations",827
E05014006,St Mary Cray,7,7. Sales and customer service occupations,610
E05014006,St Mary Cray,8,"8. Process, plant and machine operatives",484
E05014006,St Mary Cray,9,9. Elementary occupations,738
E05014007,St Paul's Cray,-8,Does not apply,9551
E05014007,St Paul's Cray,1,"1. Managers, directors and senior officials",928
E05014007,St Paul's Cray,2,2. Professional occupations,1346
E05014007,St Paul's Cray,3,3. Associate professional and technical occupations,970
E05014007,St Paul's Cray,4,4. Administrative and secretarial occupations,872
E05014007,St Paul's Cray,5,5. Skilled trades occupations,951
E05014007,St Paul's Cray,6,"6. Caring, leisure and other service occupations",831
E05014007,St Paul's Cray,7,7. Sales and customer service occupations,600
E05014007,St Paul's Cray,8,"8. Process, plant and machine operatives",513
E05014007,St Paul's Cray,9,9. Elementary occupations,750
E05014008,West Wickham,-8,Does not apply,7733
E05014008,West Wickham,1,"1. Managers, directors and senior officials",1240
E05014008,West Wickham,2,2. Professional occupations,1911
E05014008,West Wickham,3,3. Associate professional and technical occupations,1168
E05014008,West Wickham,4,4. Administrative and secretarial occupations,855
E05014008,West Wickham,5,5. Skilled trades occupations,589
E05014008,West Wickham,6,"6. Caring, leisure and other service occupations",419
E05014008,West Wickham,7,7. Sales and customer service occupations,366
E05014008,West Wickham,8,"8. Process, plant and machine operatives",215
E05014008,West Wickham,9,9. Elementary occupations,275
E05014009,Balham,-8,Does not apply,6407
E05014009,Balham,1,"1. Managers, directors and senior officials",2325
E05014009,Balham,2,2. Professional occupations,4353
E05014009,Balham,3,3. Associate professional and technical occupations,2510
E05014009,Balham,4,4. Administrative and secretarial occupations,750
E05014009,Balham,5,5. Skilled trades occupations,248
E05014009,Balham,6,"6. Caring, leisure and other service occupations",392
E05014009,Balham,7,7. Sales and customer service occupations,318
E05014009,Balham,8,"8. Process, plant and machine operatives",116
E05014009,Balham,9,9. Elementary occupations,289
E05014010,Battersea Park,-8,Does not apply,8496
E05014010,Battersea Park,1,"1. Managers, directors and senior officials",1843
E05014010,Battersea Park,2,2. Professional occupations,3033
E05014010,Battersea Park,3,3. Associate professional and technical occupations,1916
