Electoral wards and divisions Code,Electoral wards and divisions,General health (6 categories) Code,General health (6 categories),Observation
E05014059,Eastbrook & Rush Green,2,Good health,2898
E05014059,Eastbrook & Rush Green,3,Fair health,1085
E05014059,Eastbrook & Rush Green,4,Bad health,369
E05014059,Eastbrook & Rush Green,5,Very bad health,77
E05014060,Eastbury,-8,Does not apply,0
E05014060,Eastbury,1,Very good health,7761
E05014060,Eastbury,2,Good health,5305
E05014060,Eastbury,3,Fair health,1711
E05014060,Eastbury,4,Bad health,609
E05014060,Eastbury,5,Very bad health,213
E05014061,Gascoigne,-8,Does not apply,0
E05014061,Gascoigne,1,Very good health,6058
E05014061,Gascoigne,2,Good health,3406
E05014061,Gascoigne,3,Fair health,961
E05014061,Gascoigne,4,Bad health,322
E05014061,Gascoigne,5,Very bad health,84
E05014062,Goresbrook,-8,Does not apply,0
E05014062,Goresbrook,1,Very good health,6335
E05014062,Goresbrook,2,Good health,4376
E05014062,Goresbrook,3,Fair health,1642
E05014062,Goresbrook,4,Bad health,552
E05014062,Goresbrook,5,Very bad health,164
E05014063,Heath (Barking and Dagenham),-8,Does not apply,0
E05014063,Heath (Barking and Dagenham),1,Very good health,4556
E05014063,Heath (Barking and Dagenham),2,Good health,2914
E05014063,Heath (Barking and Dagenham),3,Fair health,1015
E05014063,Heath (Barking and Dagenham),4,Bad health,371
E05014063,Heath (Barking and Dagenham),5,Very bad health,138
E05014064,Longbridge,-8,Does not apply,0
E05014064,Longbridge,1,Very good health,6809
E05014064,Longbridge,2,Good health,4457
E05014064,Longbridge,3,Fair health,1524
E05014064,Longbridge,4,Bad health,399
E05014064,Longbridge,5,Very bad health,117
E05014065,Mayesbrook,-8,Does not apply,0
E05014065,Mayesbrook,1,Very good health,8373
E05014065,Mayesbrook,2,Good health,5123
E05014065,Mayesbrook,3,Fair health,1639
E05014065,Mayesbrook,4,Bad health,601
E05014065,Mayesbrook,5,Very bad health,186
E05014066,Northbury,-8,Does not apply,0
E05014066,Northbury,1,Very good health,6774
E05014066,Northbury,2,Good health,4458
E05014066,Northbury,3,Fair health,1328
E05014066,Northbury,4,Bad health,408
E05014066,Northbury,5,Very bad health,112
E05014067,Parsloes,-8,Does not apply,0
E05014067,Parsloes,1,Very good health,7384
E05014067,Parsloes,2,Good health,5062
E05014067,Parsloes,3,Fair health,1871
E05014067,Parsloes,4,Bad health,713
E05014067,Parsloes,5,Very bad health,221
E05014068,Thames View,-8,Does not apply,0
E05014068,Thames View,1,Very good health,3040
E05014068,Thames View,2,Good health,1985
E05014068,Thames View,3,Fair health,658
E05014068,Thames View,4,Bad health,237
E05014068,Thames View,5,Very bad health,85
E05014069,Valence,-8,Does not apply,0
E05014069,Valence,1,Very good health,7597
E05014069,Valence,2,Good health,5065
E05014069,Valence,3,Fair health,1923
E05014069,Valence,4,Bad health,665
E05014069,Valence,5,Very bad health,232
E05014070,Village (Barking and Dagenham),-8,Does not apply,0
E05014070,Village (Barking and Dagenham),1,Very good health,6325
E05014070,Village (Barking and Dagenham),2,Good health,4126
E05014070,Village (Barking and Dagenham),3,Fair health,1473
E05014070,Village (Barking and Dagenham),4,Bad health,484
E05014070,Village (Barking and Dagenham),5,Very bad health,132
E05014071,Whalebone,-8,Does not apply,0
E05014071,Whalebone,1,Very good health,7421
E05014071,Whalebone,2,Good health,4456
E05014071,Whalebone,3,Fair health,1340
E05014071,Whalebone,4,Bad health,375
E05014071,Whalebone,5,Very bad health,114
E05014072,Abbey Wood,-8,Does not apply,0
E05014072,Abbey Wood,1,Very good health,9292
E05014072,Abbey Wood,2,Good health,5571
E05014072,Abbey Wood,3,Fair health,1953
E05014072,Abbey Wood,4,Bad health,679
E05014072,Abbey Wood,5,Very bad health,193
E05014073,Blackheath Westcombe,-8,Does not apply,0
E05014073,Blackheath Westcombe,1,Very good health,8322
E05014073,Blackheath Westcombe,2,Good health,4581
E05014073,Blackheath Westcombe,3,Fair health,1487
E05014073,Blackheath Westcombe,4,Bad health,498
E05014073,Blackheath Westcombe,5,Very bad health,146
E05014074,Charlton Hornfair,-8,Does not apply,0
E05014074,Charlton Hornfair,1,Very good health,6486
E05014074,Charlton Hornfair,2,Good health,3943
E05014074,Charlton Hornfair,3,Fair health,1297
E05014074,Charlton Hornfair,4,Bad health,427
E05014074,Charlton Hornfair,5,Very bad health,156
E05014075,Charlton Village & Riverside,-8,Does not apply,0
E05014075,Charlton Village & Riverside,1,Very good health,5357
E05014075,Charlton Village & Riverside,2,Good health,3277
E05014075,Charlton Village & Riverside,3,Fair health,1316
E05014075,Charlton Village & Riverside,4,Bad health,451
E05014075,Charlton Village & Riverside,5,Very bad health,115
E05014076,East Greenwich,-8,Does not apply,0
E05014076,East Greenwich,1,Very good health,8292
E05014076,East Greenwich,2,Good health,4338
E05014076,East Greenwich,3,Fair health,1303
E05014076,East Greenwich,4,Bad health,406
E05014076,East Greenwich,5,Very bad health,142
E05014077,Eltham Page,-8,Does not apply,0
E05014077,Eltham Page,1,Very good health,4609
E05014077,Eltham Page,2,Good health,3277
E05014077,Eltham Page,3,Fair health,1244
E05014077,Eltham Page,4,Bad health,470
E05014077,Eltham Page,5,Very bad health,152
E05014078,Eltham Park & Progress,-8,Does not apply,0
E05014078,Eltham Park & Progress,1,Very good health,5549
E05014078,Eltham Park & Progress,2,Good health,3616
E05014078,Eltham Park & Progress,3,Fair health,1188
E05014078,Eltham Park & Progress,4,Bad health,312
E05014078,Eltham Park & Progress,5,Very bad health,101
E05014079,Eltham Town & Avery Hill,-8,Does not apply,0
E05014079,Eltham Town & Avery Hill,1,Very good health,7900
E05014079,Eltham Town & Avery Hill,2,Good health,5072
E05014079,Eltham Town & Avery Hill,3,Fair health,1810
E05014079,Eltham Town & Avery Hill,4,Bad health,597
E05014079,Eltham Town & Avery Hill,5,Very bad health,156
E05014080,Greenwich Creekside,-8,Does not apply,0
E05014080,Greenwich Creekside,1,Very good health,6438
E05014080,Greenwich Creekside,2,Good health,3363
E05014080,Greenwich Creekside,3,Fair health,883
E05014080,Greenwich Creekside,4,Bad health,223
E05014080,Greenwich Creekside,5,Very bad health,92
E05014081,Greenwich Park,-8,Does not apply,0
E05014081,Greenwich Park,1,Very good health,6076
E05014081,Greenwich Park,2,Good health,3179
E05014081,Greenwich Park,3,Fair health,923
E05014081,Greenwich Park,4,Bad health,296
E05014081,Greenwich Park,5,Very bad health,81
E05014082,Greenwich Peninsula,-8,Does not apply,0
E05014082,Greenwich Peninsula,1,Very good health,6843
E05014082,Greenwich Peninsula,2,Good health,3508
E05014082,Greenwich Peninsula,3,Fair health,758
E05014082,Greenwich Peninsula,4,Bad health,233
E05014082,Greenwich Peninsula,5,Very bad health,76
E05014083,Kidbrooke Park,-8,Does not apply,0
E05014083,Kidbrooke Park,1,Very good health,5115
E05014083,Kidbrooke Park,2,Good health,3359
E05014083,Kidbrooke Park,3,Fair health,1086
E05014083,Kidbrooke Park,4,Bad health,404
E05014083,Kidbrooke Park,5,Very bad health,125
E05014084,Kidbrooke Village & Sutcliffe,-8,Does not apply,0
E05014084,Kidbrooke Village & Sutcliffe,1,Very good health,3379
E05014084,Kidbrooke Village & Sutcliffe,2,Good health,1895
E05014084,Kidbrooke Village & Sutcliffe,3,Fair health,587
E05014084,Kidbrooke Village & Sutcliffe,4,Bad health,200
E05014084,Kidbrooke Village & Sutcliffe,5,Very bad health,43
E05014085,Middle Park & Horn Park,-8,Does not apply,0
E05014085,Middle Park & Horn Park,1,Very good health,4673
E05014085,Middle Park & Horn Park,2,Good health,3009
E05014085,Middle Park & Horn Park,3,Fair health,1223
E05014085,Middle Park & Horn Park,4,Bad health,455
E05014085,Middle Park & Horn Park,5,Very bad health,157
E05014086,"Mottingham, Coldharbour & New Eltham",-8,Does not apply,0
E05014086,"Mottingham, Coldharbour & New Eltham",1,Very good health,7178
E05014086,"Mottingham, Coldharbour & New Eltham",2,Good health,4798
E05014086,"Mottingham, Coldharbour & New Eltham",3,Fair health,1778
E05014086,"Mottingham, Coldharbour & New Eltham",4,Bad health,586
E05014086,"Mottingham, Coldharbour & New Eltham",5,Very bad health,192
E05014087,Plumstead & Glyndon,-8,Does not apply,0
E05014087,Plumstead & Glyndon,1,Very good health,10822
E05014087,Plumstead & Glyndon,2,Good health,7316
E05014087,Plumstead & Glyndon,3,Fair health,2709
E05014087,Plumstead & Glyndon,4,Bad health,843
E05014087,Plumstead & Glyndon,5,Very bad health,282
E05014088,Plumstead Common,-8,Does not apply,0
E05014088,Plumstead Common,1,Very good health,7405
E05014088,Plumstead Common,2,Good health,5113
E05014088,Plumstead Common,3,Fair health,1872
E05014088,Plumstead Common,4,Bad health,582
E05014088,Plumstead Common,5,Very bad health,196
E05014089,Shooters Hill,-8,Does not apply,0
E05014089,Shooters Hill,1,Very good health,6339
E05014089,Shooters Hill,2,Good health,3769
E05014089,Shooters Hill,3,Fair health,1301
E05014089,Shooters Hill,4,Bad health,370
E05014089,Shooters Hill,5,Very bad health,112
E05014090,Thamesmead Moorings,-8,Does not apply,0
E05014090,Thamesmead Moorings,1,Very good health,6853
E05014090,Thamesmead Moorings,2,Good health,3682
E05014090,Thamesmead Moorings,3,Fair health,1325
E05014090,Thamesmead Moorings,4,Bad health,454
E05014090,Thamesmead Moorings,5,Very bad health,138
E05014091,West Thamesmead,-8,Does not apply,0
E05014091,West Thamesmead,1,Very good health,6373
E05014091,West Thamesmead,2,Good health,3810
E05014091,West Thamesmead,3,Fair health,1153
E05014091,West Thamesmead,4,Bad health,367
E05014091,West Thamesmead,5,Very bad health,112
E05014092,Woolwich Arsenal,-8,Does not apply,0
E05014092,Woolwich Arsenal,1,Very good health,6767
E05014092,Woolwich Arsenal,2,Good health,3941
E05014092,Woolwich Arsenal,3,Fair health,1010
E05014092,Woolwich Arsenal,4,Bad health,293
E05014092,Woolwich Arsenal,5,Very bad health,88
E05014093,Woolwich Common,-8,Does not apply,0
E05014093,Woolwich Common,1,Very good health,6492
E05014093,Woolwich Common,2,Good health,4179
E05014093,Woolwich Common,3,Fair health,1416
E05014093,Woolwich Common,4,Bad health,456
E05014093,Woolwich Common,5,Very bad health,145
E05014094,Woolwich Dockyard,-8,Does not apply,0
E05014094,Woolwich Dockyard,1,Very good health,5854
E05014094,Woolwich Dockyard,2,Good health,3824
E05014094,Woolwich Dockyard,3,Fair health,1326
E05014094,Woolwich Dockyard,4,Bad health,533
E05014094,Woolwich Dockyard,5,Very bad health,151
E05014095,Brixton Acre Lane,-8,Does not apply,0
E05014095,Brixton Acre Lane,1,Very good health,8769
E05014095,Brixton Acre Lane,2,Good health,4395
E05014095,Brixton Acre Lane,3,Fair health,1483
E05014095,Brixton Acre Lane,4,Bad health,443
E05014095,Brixton Acre Lane,5,Very bad health,162
E05014096,Brixton North,-8,Does not apply,0
E05014096,Brixton North,1,Very good health,8641
E05014096,Brixton North,2,Good health,5161
E05014096,Brixton North,3,Fair health,1747
E05014096,Brixton North,4,Bad health,604
E05014096,Brixton North,5,Very bad health,168
E05014097,Brixton Rush Common,-8,Does not apply,0
E05014097,Brixton Rush Common,1,Very good health,8475
E05014097,Brixton Rush Common,2,Good health,4464
E05014097,Brixton Rush Common,3,Fair health,1441
E05014097,Brixton Rush Common,4,Bad health,405
E05014097,Brixton Rush Common,5,Very bad health,144
E05014098,Brixton Windrush,-8,Does not apply,0
E05014098,Brixton Windrush,1,Very good health,5280
E05014098,Brixton Windrush,2,Good health,2820
E05014098,Brixton Windrush,3,Fair health,945
E05014098,Brixton Windrush,4,Bad health,316
E05014098,Brixton Windrush,5,Very bad health,121
E05014099,Clapham Common & Abbeville,-8,Does not apply,0
E05014099,Clapham Common & Abbeville,1,Very good health,6536
E05014099,Clapham Common & Abbeville,2,Good health,2569
E05014099,Clapham Common & Abbeville,3,Fair health,652
E05014099,Clapham Common & Abbeville,4,Bad health,202
E05014099,Clapham Common & Abbeville,5,Very bad health,55
E05014100,Clapham East,-8,Does not apply,0
E05014100,Clapham East,1,Very good health,5631
E05014100,Clapham East,2,Good health,2897
E05014100,Clapham East,3,Fair health,930
E05014100,Clapham East,4,Bad health,287
E05014100,Clapham East,5,Very bad health,100
E05014101,Clapham Park,-8,Does not apply,0
E05014101,Clapham Park,1,Very good health,7271
E05014101,Clapham Park,2,Good health,3824
E05014101,Clapham Park,3,Fair health,1147
E05014101,Clapham Park,4,Bad health,375
E05014101,Clapham Park,5,Very bad health,94
E05014102,Clapham Town,-8,Does not apply,0
E05014102,Clapham Town,1,Very good health,9674
E05014102,Clapham Town,2,Good health,4402
E05014102,Clapham Town,3,Fair health,1288
E05014102,Clapham Town,4,Bad health,411
E05014102,Clapham Town,5,Very bad health,129
E05014103,Gipsy Hill,-8,Does not apply,0
E05014103,Gipsy Hill,1,Very good health,5547
E05014103,Gipsy Hill,2,Good health,3075
E05014103,Gipsy Hill,3,Fair health,1086
E05014103,Gipsy Hill,4,Bad health,407
E05014103,Gipsy Hill,5,Very bad health,145
E05014104,Herne Hill & Loughborough Junction,-8,Does not apply,0
E05014104,Herne Hill & Loughborough Junction,1,Very good health,9396
E05014104,Herne Hill & Loughborough Junction,2,Good health,4742
E05014104,Herne Hill & Loughborough Junction,3,Fair health,1387
E05014104,Herne Hill & Loughborough Junction,4,Bad health,472
E05014104,Herne Hill & Loughborough Junction,5,Very bad health,160
E05014105,Kennington (Lambeth),-8,Does not apply,0
E05014105,Kennington (Lambeth),1,Very good health,7870
E05014105,Kennington (Lambeth),2,Good health,4482
E05014105,Kennington (Lambeth),3,Fair health,1537
E05014105,Kennington (Lambeth),4,Bad health,521
E05014105,Kennington (Lambeth),5,Very bad health,193
E05014106,Knight's Hill,-8,Does not apply,0
E05014106,Knight's Hill,1,Very good health,8915
E05014106,Knight's Hill,2,Good health,5318
E05014106,Knight's Hill,3,Fair health,1804
E05014106,Knight's Hill,4,Bad health,615
E05014106,Knight's Hill,5,Very bad health,251
E05014107,Myatt's Fields,-8,Does not apply,0
E05014107,Myatt's Fields,1,Very good health,5749
E05014107,Myatt's Fields,2,Good health,3379
E05014107,Myatt's Fields,3,Fair health,1276
E05014107,Myatt's Fields,4,Bad health,404
E05014107,Myatt's Fields,5,Very bad health,124
E05014108,Oval,-8,Does not apply,0
E05014108,Oval,1,Very good health,6835
E05014108,Oval,2,Good health,3888
E05014108,Oval,3,Fair health,1186
E05014108,Oval,4,Bad health,412
E05014108,Oval,5,Very bad health,120
E05014109,St Martin's (Lambeth),-8,Does not apply,0
E05014109,St Martin's (Lambeth),1,Very good health,5907
E05014109,St Martin's (Lambeth),2,Good health,3417
E05014109,St Martin's (Lambeth),3,Fair health,1079
E05014109,St Martin's (Lambeth),4,Bad health,334
E05014109,St Martin's (Lambeth),5,Very bad health,107
E05014110,Stockwell East,-8,Does not apply,0
E05014110,Stockwell East,1,Very good health,6033
E05014110,Stockwell East,2,Good health,3344
E05014110,Stockwell East,3,Fair health,988
E05014110,Stockwell East,4,Bad health,293
E05014110,Stockwell East,5,Very bad health,88
E05014111,Stockwell West & Larkhall,-8,Does not apply,0
E05014111,Stockwell West & Larkhall,1,Very good health,9038
E05014111,Stockwell West & Larkhall,2,Good health,5045
E05014111,Stockwell West & Larkhall,3,Fair health,1631
E05014111,Stockwell West & Larkhall,4,Bad health,475
E05014111,Stockwell West & Larkhall,5,Very bad health,144
E05014112,Streatham Common & Vale,-8,Does not apply,0
E05014112,Streatham Common & Vale,1,Very good health,9377
E05014112,Streatham Common & Vale,2,Good health,5818
E05014112,Streatham Common & Vale,3,Fair health,1824
E05014112,Streatham Common & Vale,4,Bad health,505
E05014112,Streatham Common & Vale,5,Very bad health,136
E05014113,Streatham Hill East,-8,Does not apply,0
E05014113,Streatham Hill East,1,Very good health,5426
E05014113,Streatham Hill East,2,Good health,3055
E05014113,Streatham Hill East,3,Fair health,979
E05014113,Streatham Hill East,4,Bad health,321
E05014113,Streatham Hill East,5,Very bad health,98
E05014114,Streatham Hill West & Thornton,-8,Does not apply,0
E05014114,Streatham Hill West & Thornton,1,Very good health,6781
E05014114,Streatham Hill West & Thornton,2,Good health,3052
E05014114,Streatham Hill West & Thornton,3,Fair health,766
E05014114,Streatham Hill West & Thornton,4,Bad health,222
E05014114,Streatham Hill West & Thornton,5,Very bad health,66
E05014115,Streatham St Leonard's,-8,Does not apply,0
E05014115,Streatham St Leonard's,1,Very good health,8957
E05014115,Streatham St Leonard's,2,Good health,5008
E05014115,Streatham St Leonard's,3,Fair health,1369
E05014115,Streatham St Leonard's,4,Bad health,367
E05014115,Streatham St Leonard's,5,Very bad health,114
E05014116,Streatham Wells,-8,Does not apply,0
E05014116,Streatham Wells,1,Very good health,5421
